comment,label,comment_clean,has_math_alnum,money_symbol_count,fire_symbol_count,special_char_ratio,number_ratio,stylized_char_ratio,char_count,word_count,avg_word_length,is_very_short
mayoritas lazy mind and its true 😅,0,mayoritas lazy mind and its true 😅,False,0,0,0.029411764705882353,0.0,0.0,34,7,4.857142857142857,False
tolong ingfokan mainan gojo yg 10 jutaaa gua beli 10 bang 🗿,0,tolong ingfokan mainan gojo yg 10 jutaa gua beli 10 bang 🗿,False,0,0,0.01694915254237288,0.06779661016949153,0.0,59,12,4.916666666666667,False
mang barkah ikutnya kelana bentala kalo arah cuman bang arsal temani kameramen nya,0,mang barkah ikutnya kelana bentala kalo arah cuman bang arsal temani kameramen nya,False,0,0,0.0,0.0,0.0,82,13,6.3076923076923075,False
gila tim korsel mainnya udh kaya senior,0,gila tim korsel mainnya udh kaya senior,False,0,0,0.0,0.0,0.0,39,7,5.571428571428571,False
vidionya keren editornya kelas,0,vidionya keren editornya kelas,False,0,0,0.0,0.0,0.0,30,4,7.5,False
bang review blood brother pls,0,bang review blood brother pls,False,0,0,0.0,0.0,0.0,29,5,5.8,False
hukum ekonomi barang ya murah barang ya mahal aja udah,0,hukum ekonomi barang ya murah barang ya mahal aja udah,False,0,0,0.0,0.0,0.0,54,10,5.4,False
inimah the purge anarchh,0,inimah the purge anarchh,False,0,0,0.0,0.0,0.0,24,4,6.0,False
icymens8737 pemimpin cerdas hebat kyk anies kdm yg d butuhkan klo indonesia jd negara maju ato indonesia emas klo pejabatnya yg msih kyk yg sekrng takutnya indonesia c emas,0,icymens8737 pemimpin cerdas hebat kyk anies kdm yg d butuhkan klo indonesia jd negara maju ato indonesia emas klo pejabatnya yg msih kyk yg sekrng takutnya indonesia c emas,False,0,0,0.0,0.023255813953488372,0.0,172,29,5.931034482758621,False
mencari platform mendorong pertumbuhan 𝘿 𝐄 w a 𝘋 о 𝑅 аlayak dicoba 🍭,1,mencariplatformmendorongpertumbuhandewadоrаlayakdicoba🍭,True,0,0,0.014705882352941176,0.0,0.058823529411764705,68,14,4.857142857142857,False
sipp bersih asap rokok,0,sipp bersih asap rokok,False,0,0,0.0,0.0,0.0,22,4,5.5,False
bang bahas keluang man sneak peak trailer kemaren,0,bang bahas keluang man sneak peak trailer kemaren,False,0,0,0.0,0.0,0.0,49,8,6.125,False
setuju bgt bang surealis tp coincidence kek dipaksain jatuhnya gue kek lg nonton kompilasi kelakuan sdm rendah wkwk sorry,0,setuju bgt bang surealis tp coincidence kek dipaksain jatuhnya gue kek lg nonton kompilasi kelakuan sdm rendah wkwk sorry,False,0,0,0.0,0.0,0.0,121,19,6.368421052631579,False
bang udah bang 😂😂,0,bang udah bang 😂😂,False,0,0,0.11764705882352941,0.0,0.0,17,4,4.25,False
terimakasih review jujurnya mudah2an efek perfilman indonesia,0,terimakasih review jujurnya mudah2an efek perfilman indonesia,False,0,0,0.0,0.01639344262295082,0.0,61,7,8.714285714285714,False
bansos tuh kewajiban negara sih diprotes ya ar7_ar7 😅,0,bansos tuh kewajiban negara sih diprotes ya ar7_ar7 😅,False,0,0,0.03773584905660377,0.03773584905660377,0.0,53,9,5.888888888888889,False
bg gif alok,0,bg gif alok,False,0,0,0.0,0.0,0.0,11,3,3.6666666666666665,False
asik brlajar s1 ekonomi gratis lanjutin ya bang ❤,0,asik brlajar s1 ekonomi gratis lanjutin ya bang ❤,False,0,0,0.02040816326530612,0.02040816326530612,0.0,49,9,5.444444444444445,False
bang kalo bikin konten tu serius bang aki pengen liat,0,bang kalo bikin konten tu serius bang aki pengen liat,False,0,0,0.0,0.0,0.0,53,10,5.3,False
lucu bt keenan nnael,0,lucu bt keenan nnael,False,0,0,0.0,0.0,0.0,20,4,5.0,False
sumantosubianto liat tu 245 ugm udah bilang kalo jokowi asli mahasiswa ijazahnya jg asli,0,sumantosubianto liat tu 245 ugm udah bilang kalo jokowi asli mahasiswa ijazahnya jg asli,False,0,0,0.0,0.03409090909090909,0.0,88,14,6.285714285714286,False
bang suaranya ganti mic,0,bang suaranya ganti mic,False,0,0,0.0,0.0,0.0,23,4,5.75,False
makasih 𝐊𝗨𝗦𝗨𝗠𝗔𝗧𝟎𝗧𝟎uda ngasih 🔍 ✅,1,makasih kusumat0t0uda ngasih 🔍 ✅,True,0,0,0.0625,0.0625,0.3125,32,5,6.4,False
awoooooooooooo,0,awoo,False,0,0,0.0,0.0,0.0,14,1,14.0,False
gua yak kalo pengen beli nendoroid yg kws biar murah kualitas nya gk jelek 😂😂😂😂😅😅😅,0,gua yak kalo pengen beli nendoroid yg kws biar murah kualitas nya gk jelek 😂😂😅😅,False,0,0,0.08536585365853659,0.0,0.0,82,15,5.466666666666667,False
modal langsung gacir 𝘿 𝐸 𝐖 𝘼 𝘋 𝐎 𝙍 a puas banget main 🍎,1,modallangsunggacirdewadorapuasbangetmain🍎,True,0,0,0.01818181818181818,0.0,0.12727272727272726,55,15,3.6666666666666665,False
awet lcd nya tebak umur layar ga sih 😏,0,awet lcd nya tebak umur layar ga sih 😏,False,0,0,0.02631578947368421,0.0,0.0,38,9,4.222222222222222,False
bang bedanya ama ekonomi syariah akuawam,0,bang bedanya ama ekonomi syariah akuawam,False,0,0,0.0,0.0,0.0,40,6,6.666666666666667,False
pokoknya jokowi salah titik 😌,0,pokoknya jokowi salah titik 😌,False,0,0,0.034482758620689655,0.0,0.0,29,5,5.8,False
ab011330,0,ab011330,False,0,0,0.0,0.75,0.0,8,1,8.0,False
estimasi total biaya bang,0,estimasi total biaya bang,False,0,0,0.0,0.0,0.0,25,4,6.25,False
masuknya episode kelana bentala kah,0,masuknya episode kelana bentala kah,False,0,0,0.0,0.0,0.0,35,5,7.0,False
selamat sorong,0,selamat sorong,False,0,0,0.0,0.0,0.0,14,2,7.0,False
tim ga skip iklan profesor kuliah iklan 1 mie gaga iklan 2 ytb premium please temen temen skip iklan salah menghargai ilmu profesor,0,tim ga skip iklan profesor kuliah iklan 1 mie gaga iklan 2 ytb premium please temen temen skip iklan salah menghargai ilmu profesor,False,0,0,0.0,0.015267175572519083,0.0,131,23,5.695652173913044,False
eits 2 🗿,0,eits 2 🗿,False,0,0,0.125,0.125,0.0,8,3,2.6666666666666665,False
thanks partner 😇👍,0,thanks partner 😇👍,False,0,0,0.11764705882352941,0.0,0.0,17,3,5.666666666666667,False
masyaallahhh indah indonesiaku ❤😊,0,masyaallahh indah indonesiaku ❤😊,False,0,0,0.06060606060606061,0.0,0.0,33,4,8.25,False
pulau lemon bg papua barat keren,0,pulau lemon bg papua barat keren,False,0,0,0.0,0.0,0.0,32,6,5.333333333333333,False
es kiko enak tau 😋😋😋😋😋😋😋😋😋😋,0,es kiko enak tau 😋😋,False,0,0,0.37037037037037035,0.0,0.0,27,5,5.4,False
awesome 3,0,awesome 3,False,0,0,0.0,0.1111111111111111,0.0,9,2,4.5,False
kebanyakan 0 nya,0,kebanyakan 0 nya,False,0,0,0.0,0.0625,0.0,16,3,5.333333333333333,False
ferryirwandi kayanya kejanggalan yg diberitakan beredar tau lbh ya penggugatnya skripsi yg bertanda tangan diserahin langsung dr ugm font penulisan analisa rgb foto ijazah yg diklaim asli kader psi partai kaesang dll diuji pakai metode objektif segi teknologi historis pengarsipan skripsi ambur adul yg ugm langsung ijazahnya mas ferry bukti saintifik yg sih kalo bukti saintifik metodologi yg terukur logis salah tp dibantah analisis yg valid berhenti mentok keterangan ugm aja tunjukin aja arsip kemahasiswaannya gimana clear kasusnya bantahan font coba buktikan aja percetakan jogja yg biaa cetak times new roman rapi thn 1985 dr yg ijazahnya asli berhenti keterangan ugm yg asli berkesimpulan ya klaim penggugat saintifik drpd tergugat berhenti keterangan lembaga lembaganya gak ngasih bukti objektif apapun ya wajar,0,ferryirwandi kayanya kejanggalan yg diberitakan beredar tau lbh ya penggugatnya skripsi yg bertanda tangan diserahin langsung dr ugm font penulisan analisa rgb foto ijazah yg diklaim asli kader psi partai kaesang dll diuji pakai metode objektif segi teknologi historis pengarsipan skripsi ambur adul yg ugm langsung ijazahnya mas ferry bukti saintifik yg sih kalo bukti saintifik metodologi yg terukur logis salah tp dibantah analisis yg valid berhenti mentok keterangan ugm aja tunjukin aja arsip kemahasiswaannya gimana clear kasusnya bantahan font coba buktikan aja percetakan jogja yg biaa cetak times new roman rapi thn 1985 dr yg ijazahnya asli berhenti keterangan ugm yg asli berkesimpulan ya klaim penggugat saintifik drpd tergugat berhenti keterangan lembaga lembaganya gak ngasih bukti objektif apapun ya wajar,False,0,0,0.0,0.004878048780487805,0.0,820,121,6.776859504132231,False
keren lo bang bewokan semangat bangg panutan,0,keren lo bang bewokan semangat bangg panutan,False,0,0,0.0,0.0,0.0,44,7,6.285714285714286,False
bang semoga gua kya lo keliling indonesia dapet gaji aamiin,0,bang semoga gua kya lo keliling indonesia dapet gaji aamiin,False,0,0,0.0,0.0,0.0,59,10,5.9,False
bang kaosnya beli dimana 😅,0,bang kaosnya beli dimana 😅,False,0,0,0.038461538461538464,0.0,0.0,26,5,5.2,False
rozakhermanto suami kau sukunot kalo sukunot awokawokawok udah pou loh gk sadar 😂😂,0,rozakhermanto suami kau sukunot kalo sukunot awokawokawok udah pou loh gk sadar 😂😂,False,0,0,0.024390243902439025,0.0,0.0,82,13,6.3076923076923075,False
menit 303 scene film mulholland drive salah scene terseram dalah sejarah perpileman,0,menit 303 scene film mulholland drive salah scene terseram dalah sejarah perpileman,False,0,0,0.0,0.03614457831325301,0.0,83,12,6.916666666666667,False
iya bang setuju banyakin konten kayak gini basic² nya aja,0,iya bang setuju banyakin konten kayak gini basic2 nya aja,False,0,0,0.0,0.017543859649122806,0.0,57,10,5.7,False
main rungkad bagusan kusumat0t0udah ngasih 🚩,1,main rungkad bagusan kusumat0t0udah ngasih 🚩,False,0,0,0.022727272727272728,0.045454545454545456,0.0,44,6,7.333333333333333,False
suka kontenya hostnya makan,0,suka kontenya hostnya makan,False,0,0,0.0,0.0,0.0,27,4,6.75,False
bang cuplikan its not your fault nangis kejer film,0,bang cuplikan its not your fault nangis kejer film,False,0,0,0.0,0.0,0.0,50,9,5.555555555555555,False
pramuka,0,pramuka,False,0,0,0.0,0.0,0.0,7,1,7.0,False
loh knp gk layak integritas hilang indonesia potensi pelaku pelanggar integritas mantan orang nomor indonesia ijazah jokowi pelanggaran integritas 1 2 orang sistem kampus kpu aparat polisi orang2 kayak lw yg membiasakan pelanggaran integritas seolah2 udahla gk gunanya yg aneh kebijakan kebijakan harapkan pemerintahan yg lahir pelanggaran integritas mw motong rumput tp yg maslaah akarnya biarin,0,loh knp gk layak integritas hilang indonesia potensi pelaku pelanggar integritas mantan orang nomor indonesia ijazah jokowi pelanggaran integritas 1 2 orang sistem kampus kpu aparat polisi orang2 kayak lw yg membiasakan pelanggaran integritas seolah2 udahla gk gunanya yg aneh kebijakan kebijakan harapkan pemerintahan yg lahir pelanggaran integritas mw motong rumput tp yg maslaah akarnya biarin,False,0,0,0.0,0.010101010101010102,0.0,396,56,7.071428571428571,False
harga kiko setara ps 5,0,harga kiko setara ps 5,False,0,0,0.0,0.045454545454545456,0.0,22,5,4.4,False
gibran pendukungnya gak politikus yg berani turun mengusir aksi agama intoleran gak membangun daerah nonwib narasi yg menolak ikn mayoritas jawa gak daerah timur indonesia disedot sumberdayanya gak politikus yg memenuhi 2 gibran dilirik prabowo track record buruk berhasil karna wapresnya satu2nya berani turun bubarkan kumpulan intoleran,0,gibran pendukungnya gak politikus yg berani turun mengusir aksi agama intoleran gak membangun daerah nonwib narasi yg menolak ikn mayoritas jawa gak daerah timur indonesia disedot sumberdayanya gak politikus yg memenuhi 2 gibran dilirik prabowo track record buruk berhasil karna wapresnya satu2nya berani turun bubarkan kumpulan intoleran,False,0,0,0.0,0.005917159763313609,0.0,338,47,7.191489361702128,False
bang tutor kiko vanila,0,bang tutor kiko vanila,False,0,0,0.0,0.0,0.0,22,4,5.5,False
inget ya sejahat ganjar anies ngebully dah kerja uda bener negara nggak pimpin pembully 😂,0,inget ya sejahat ganjar anies ngebully dah kerja uda bener negara nggak pimpin pembully 😂,False,0,0,0.011235955056179775,0.0,0.0,89,15,5.933333333333334,False
bang ferry mencerdaskan kehidupan bangsa 🔥,0,bang ferry mencerdaskan kehidupan bangsa 🔥,False,0,1,0.023809523809523808,0.0,0.0,42,6,7.0,False
welcome to gwa bang jhon 🎉🎉🎉😂😂😂,0,welcome to gwa bang jhon 🎉🎉😂😂,False,0,0,0.1935483870967742,0.0,0.0,31,6,5.166666666666667,False
ngakak banget perpaduan orang caur,0,ngakak banget perpaduan orang caur,False,0,0,0.0,0.0,0.0,34,5,6.8,False
apple tertinggal pede penghasil produk inovasi wkwk apple intelligence maksimal,0,apple tertinggal pede penghasil produk inovasi wkwk apple intelligence maksimal,False,0,0,0.0,0.0,0.0,79,10,7.9,False
halo bang sehat ya semoga semangat amin 😊😊😊😊,0,halo bang sehat ya semoga semangat amin 😊😊,False,0,0,0.09090909090909091,0.0,0.0,44,8,5.5,False
dzawin undang,0,dzawin undang,False,0,0,0.0,0.0,0.0,13,2,6.5,False
klo ku ya ga kaitannya bu diana jefri emg ngikutin si edwin aj tau rumahnya tau edwin pergi sekolah emg diikutin mulu klo emg bu diana terlibat ga takut diapaapain,0,klo ku ya ga kaitannya bu diana jefri emg ngikutin si edwin aj tau rumahnya tau edwin pergi sekolah emg diikutin mulu klo emg bu diana terlibat ga takut diapaapain,False,0,0,0.0,0.0,0.0,163,30,5.433333333333334,False
bang 3jt subscribe,0,bang 3jt subscribe,False,0,0,0.0,0.05555555555555555,0.0,18,3,6.0,False
msh sepi nich,0,msh sepi nich,False,0,0,0.0,0.0,0.0,13,3,4.333333333333333,False
eh beneran batas minimum durasi video nya 8 menit multiple ads gk 10 menit,0,eh beneran batas minimum durasi video nya 8 menit multiple ads gk 10 menit,False,0,0,0.0,0.04054054054054054,0.0,74,14,5.285714285714286,False
makan cuman 300 an murah bngt ges,0,makan cuman 300 an murah bngt ges,False,0,0,0.0,0.09090909090909091,0.0,33,7,4.714285714285714,False
update lagii kemana ajah jonnn,0,update lagii kemana ajah jonn,False,0,0,0.0,0.0,0.0,30,5,6.0,False
kalo beras petani liberal bodoh berfikir persaingan kalah yg import mumpuni menekan cost pupuk import looh subsidi jja blm bsa menekan cost down pertanian harga murah dg kualitas mafia bermain beras sprti vietnam filipina thailand emg murah otomatis pemain yg pemerintahan mark up pdhal aslinya kebutuhan makanan pokok lumbung memenuhi data mainkan olah kekurangan,0,kalo beras petani liberal bodoh berfikir persaingan kalah yg import mumpuni menekan cost pupuk import looh subsidi jja blm bsa menekan cost down pertanian harga murah dg kualitas mafia bermain beras sprti vietnam filipina thailand emg murah otomatis pemain yg pemerintahan mark up pdhal aslinya kebutuhan makanan pokok lumbung memenuhi data mainkan olah kekurangan,False,0,0,0.0,0.0,0.0,364,54,6.7407407407407405,False
tim lu kelewatan sm easter egg film kristo saudara kembar identik ibunya tkw malaysia ayahnya orang malaysia fix kembar tony pengabdi setan,0,tim lu kelewatan sm easter egg film kristo saudara kembar identik ibunya tkw malaysia ayahnya orang malaysia fix kembar tony pengabdi setan,False,0,0,0.0,0.0,0.0,139,22,6.318181818181818,False
hadiiiiiiiir,0,hadiir,False,0,0,0.0,0.0,0.0,12,1,12.0,False
bang coba beli sepatu roda hagaya 155555 bang,0,bang coba beli sepatu roda hagaya 155 bang,False,0,0,0.0,0.13333333333333333,0.0,45,8,5.625,False
hasil 𝐑 𝐀 𝐃 𝐀 𝐑 𝟏𝟑𝟖 menyelesaikan kewajiban keuangan 🐧,1,hasilradar138menyelesaikankewajibankeuangan🐧,True,0,0,0.018518518518518517,0.05555555555555555,0.14814814814814814,54,11,4.909090909090909,False
bang react keluang man trailer,0,bang react keluang man trailer,False,0,0,0.0,0.0,0.0,30,5,6.0,False
mahal 2juta,0,mahal 2juta,False,0,0,0.0,0.09090909090909091,0.0,11,2,5.5,False
ferryirwandi besok dijelasin materinya level doktor besok komentar isi materi videonya bagus,0,ferryirwandi besok dijelasin materinya level doktor besok komentar isi materi videonya bagus,False,0,0,0.0,0.0,0.0,92,12,7.666666666666667,False
𝗣 𝗟 𝗨 𝗧 𝗢 𝟴 𝟴 emang beda main langsung menang gede 🔥 🔥,1,pluto88emangbedamainlangsungmenanggede🔥🔥,True,0,2,0.037037037037037035,0.037037037037037035,0.12962962962962962,54,15,3.6,False
777,1,77,False,0,0,0.0,1.0,0.0,3,1,3.0,True
judolhama,0,judolhama,False,0,0,0.0,0.0,0.0,9,1,9.0,False
nenio1f kalo seandainya yg golput nyoblos 58 60 karna yg golput maunya 1 putaran,0,nenio1f kalo seandainya yg golput nyoblos 58 60 karna yg golput maunya 1 putaran,False,0,0,0.0,0.075,0.0,80,14,5.714285714285714,False
modal usaha а 𝐸 𝑅 o 𝟪 𝟴 bisnis berkembang 🤘,1,modalusahaаero88bisnisberkembang🤘,True,0,0,0.023255813953488372,0.046511627906976744,0.09302325581395349,43,11,3.909090909090909,False
menyesal gw nonton habis secret ending,0,menyesal gw nonton habis secret ending,False,0,0,0.0,0.0,0.0,38,6,6.333333333333333,False
jokan dri bawaanin isu2 sosial film norak gk elegan eleganya gk natural samsek hiperbola,0,jokan dri bawaanin isu2 sosial film norak gk elegan eleganya gk natural samsek hiperbola,False,0,0,0.0,0.011363636363636364,0.0,88,14,6.285714285714286,False
kemiskinan kebodohan komoditas yg dipelihara rezim mudah murah dimanfaatkan dimanipulasi tetaplah tolol nikmatilah berharap kehidupan yg,0,kemiskinan kebodohan komoditas yg dipelihara rezim mudah murah dimanfaatkan dimanipulasi tetaplah tolol nikmatilah berharap kehidupan yg,False,0,0,0.0,0.0,0.0,136,16,8.5,False
penghuni tamiang hadir 😅😅,0,penghuni tamiang hadir 😅😅,False,0,0,0.08,0.0,0.0,25,4,6.25,False
tambahin bang perpajakan,0,tambahin bang perpajakan,False,0,0,0.0,0.0,0.0,24,3,8.0,False
apasih bang 🗿,0,apasih bang 🗿,False,0,0,0.07692307692307693,0.0,0.0,13,3,4.333333333333333,False
fak fak kya nya tmpat wisata yg hrus d explore,0,fak fak kya nya tmpat wisata yg hrus d explore,False,0,0,0.0,0.0,0.0,46,10,4.6,False
skrg kl narsum nya dr tirta sll nonton,0,skrg kl narsum nya dr tirta sll nonton,False,0,0,0.0,0.0,0.0,38,8,4.75,False
pengoleksi senjata polis,0,pengoleksi senjata polis,False,0,0,0.0,0.0,0.0,24,3,8.0,False
film ironi 😂,0,film ironi 😂,False,0,0,0.08333333333333333,0.0,0.0,12,3,4.0,False
